name,price,stock_quantity
Product_41624,921.31,379
Product_41625,561.64,198
Product_41626,332.83,431
Product_41627,437.57,394
Product_41628,56.39,140
Product_41629,784.83,466
Product_41630,114.73,148
Product_41631,957.44,290
Product_41632,498.49,361
Product_41633,696.97,275
Product_41634,965.5,45
Product_41635,155.7,157
Product_41636,213.96,461
Product_41637,402.28,233
Product_41638,860.17,86
Product_41639,526.66,383
Product_41640,22.85,33
Product_41641,740.5,379
Product_41642,865.67,279
Product_41643,682.77,147
Product_41644,299.99,282
Product_41645,889.52,454
Product_41646,769.77,289
Product_41647,733.89,256
Product_41648,594.12,439
Product_41649,578.4,66
Product_41650,659.2,385
Product_41651,817.14,279
Product_41652,193.58,454
Product_41653,671.39,434
Product_41654,685.52,99
Product_41655,319.66,280
Product_41656,115.29,7
Product_41657,740.59,20
Product_41658,502.45,431
Product_41659,774.26,341
Product_41660,244.59,52
Product_41661,556.53,26
Product_41662,957.9,3
Product_41663,179.06,95
Product_41664,65.42,383
Product_41665,582.34,444
Product_41666,308.46,456
Product_41667,165.97,57
Product_41668,331.68,409
Product_41669,897.5,237
Product_41670,469.76,391
Product_41671,697.13,479
Product_41672,468.88,63
Product_41673,284.83,301
Product_41674,417.47,492
Product_41675,470.49,270
Product_41676,86.42,473
Product_41677,134.59,131
Product_41678,933.29,348
Product_41679,660.01,363
Product_41680,751.96,383
Product_41681,911.47,284
Product_41682,237.72,448
Product_41683,369.7,223
Product_41684,462.68,70
Product_41685,930.76,229
Product_41686,284.47,405
Product_41687,129.1,489
Product_41688,160.45,98
Product_41689,265.6,333
Product_41690,421.76,6
Product_41691,59.45,161
Product_41692,916.32,305
Product_41693,61.65,197
Product_41694,75.91,484
Product_41695,769.6,266
Product_41696,44.77,1
Product_41697,194.87,386
Product_41698,869.16,250
Product_41699,356.15,106
Product_41700,237.96,27
Product_41701,280.06,461
Product_41702,33.38,271
Product_41703,758.33,317
Product_41704,65.45,8
Product_41705,26.04,486
Product_41706,295.26,137
Product_41707,399.36,369
Product_41708,849.45,188
Product_41709,908.4,409
Product_41710,890.34,200
Product_41711,474.93,274
Product_41712,975.05,394
Product_41713,481.32,57
Product_41714,460.86,246
Product_41715,52.28,280
Product_41716,629.15,81
Product_41717,726.03,11
Product_41718,798.37,118
Product_41719,121.02,188
Product_41720,592.22,486
Product_41721,197.67,222
Product_41722,665.16,458
Product_41723,307.84,212
Product_41724,97.21,302
Product_41725,223.5,419
Product_41726,509.7,236
Product_41727,673.69,410
Product_41728,101.98,180
Product_41729,341.23,438
Product_41730,398.97,9
Product_41731,139.85,322
Product_41732,564.02,379
Product_41733,291.21,212
Product_41734,963.03,296
Product_41735,166.72,40
Product_41736,95.33,64
Product_41737,277.21,95
Product_41738,546.19,416
Product_41739,375.42,352
Product_41740,597.34,308
Product_41741,42.83,229
Product_41742,437.76,48
Product_41743,418.89,155
Product_41744,735.5,309
Product_41745,73.85,440
Product_41746,885.22,399
Product_41747,515.27,11
Product_41748,145.91,406
Product_41749,547.88,417
Product_41750,681.72,458
Product_41751,44.65,354
Product_41752,256.03,9
Product_41753,686.41,192
Product_41754,582.01,240
Product_41755,825.08,61
Product_41756,82.66,248
Product_41757,711.87,204
Product_41758,531.46,479
Product_41759,786.55,90
Product_41760,600.72,118
Product_41761,761.75,346
Product_41762,46.66,80
Product_41763,755.16,323
Product_41764,626.44,75
Product_41765,741.6,189
Product_41766,753.73,351
Product_41767,241.99,149
Product_41768,207.56,64
Product_41769,366.23,372
Product_41770,577.51,473
Product_41771,398.12,164
Product_41772,483.65,482
Product_41773,549.75,378
Product_41774,144.24,92
Product_41775,870.69,299
Product_41776,791.98,30
Product_41777,416.67,444
Product_41778,517.58,230
Product_41779,233.71,414
Product_41780,400.84,136
Product_41781,910.52,459
Product_41782,540.0,388
Product_41783,550.73,318
Product_41784,921.16,268
Product_41785,34.85,494
Product_41786,907.84,458
Product_41787,709.42,426
Product_41788,884.12,68
Product_41789,236.35,448
Product_41790,174.2,243
Product_41791,315.3,168
Product_41792,700.78,307
Product_41793,501.1,370
Product_41794,511.85,486
Product_41795,958.57,27
Product_41796,176.86,36
Product_41797,807.06,301
Product_41798,540.11,295
Product_41799,72.23,428
Product_41800,337.43,170
Product_41801,838.45,156
Product_41802,819.14,451
Product_41803,75.2,182
Product_41804,77.18,240
Product_41805,459.34,32
Product_41806,233.31,432
Product_41807,961.98,498
Product_41808,51.54,79
Product_41809,645.57,177
Product_41810,66.58,36
Product_41811,139.65,33
Product_41812,201.96,475
Product_41813,622.93,188
Product_41814,399.42,52
Product_41815,407.95,223
Product_41816,544.09,301
Product_41817,434.04,427
Product_41818,200.37,75
Product_41819,788.79,89
Product_41820,55.82,380
Product_41821,987.66,91
Product_41822,926.11,288
Product_41823,872.4,380
Product_41824,187.05,109
Product_41825,774.49,233
Product_41826,67.09,21
Product_41827,469.05,462
Product_41828,565.13,461
Product_41829,451.67,15
Product_41830,893.41,362
Product_41831,777.53,45
Product_41832,13.72,2
Product_41833,680.88,77
Product_41834,173.01,466
Product_41835,976.11,233
Product_41836,417.96,229
Product_41837,101.25,106
Product_41838,793.41,390
Product_41839,876.5,494
Product_41840,918.07,372
Product_41841,710.28,462
Product_41842,360.47,420
Product_41843,582.73,8
Product_41844,774.25,172
Product_41845,410.79,104
Product_41846,181.29,250
Product_41847,542.69,500
Product_41848,896.28,66
Product_41849,359.76,390
Product_41850,420.57,225
Product_41851,426.22,464
Product_41852,416.1,494
Product_41853,666.58,354
Product_41854,499.1,209
Product_41855,959.21,250
Product_41856,368.37,70
Product_41857,155.78,48
Product_41858,544.83,315
Product_41859,560.48,388
Product_41860,280.38,19
Product_41861,852.04,383
Product_41862,97.29,88
Product_41863,153.48,317
Product_41864,620.42,5
Product_41865,514.87,460
Product_41866,30.68,468
Product_41867,602.51,212
Product_41868,172.25,18
Product_41869,759.44,329
Product_41870,277.91,194
Product_41871,43.98,160
Product_41872,744.66,200
Product_41873,797.6,266
Product_41874,496.9,92
Product_41875,45.1,85
Product_41876,436.45,415
Product_41877,168.01,465
Product_41878,595.85,339
Product_41879,221.75,348
Product_41880,626.17,106
Product_41881,762.14,323
Product_41882,432.15,21
Product_41883,170.1,174
Product_41884,415.92,180
Product_41885,104.17,362
Product_41886,237.14,319
Product_41887,474.86,498
Product_41888,536.17,489
Product_41889,200.29,226
Product_41890,61.6,140
Product_41891,25.34,392
Product_41892,587.15,180
Product_41893,531.56,164
Product_41894,529.5,253
Product_41895,713.61,34
Product_41896,293.6,76
Product_41897,803.72,308
Product_41898,794.67,298
Product_41899,972.14,272
Product_41900,515.75,101
Product_41901,673.33,53
Product_41902,392.37,7
Product_41903,293.86,152
Product_41904,605.22,181
Product_41905,948.67,276
Product_41906,379.69,215
Product_41907,852.63,48
Product_41908,531.36,105
Product_41909,478.9,66
Product_41910,903.9,34
Product_41911,300.29,19
Product_41912,993.47,36
Product_41913,686.07,476
Product_41914,274.6,423
Product_41915,433.63,473
Product_41916,817.11,459
Product_41917,699.25,309
Product_41918,61.0,117
Product_41919,818.11,421
Product_41920,833.44,205
Product_41921,384.93,414
Product_41922,635.4,3
Product_41923,99.17,486
Product_41924,464.84,379
Product_41925,518.99,451
Product_41926,469.31,446
Product_41927,665.74,341
Product_41928,923.61,81
Product_41929,338.72,243
Product_41930,367.34,156
Product_41931,853.65,87
Product_41932,791.0,114
Product_41933,765.97,449
Product_41934,746.15,466
Product_41935,689.98,196
Product_41936,346.0,267
Product_41937,991.49,85
Product_41938,416.82,76
Product_41939,547.31,442
Product_41940,225.87,343
Product_41941,981.13,182
Product_41942,205.35,13
Product_41943,142.86,443
Product_41944,502.26,108
Product_41945,688.36,33
Product_41946,967.42,27
Product_41947,57.55,168
Product_41948,57.23,411
Product_41949,416.5,34
Product_41950,198.61,188
Product_41951,176.21,35
Product_41952,251.23,466
Product_41953,426.7,130
Product_41954,897.94,201
Product_41955,491.9,334
Product_41956,575.68,133
Product_41957,780.49,233
Product_41958,901.3,414
Product_41959,726.51,187
Product_41960,204.63,482
Product_41961,235.66,112
Product_41962,96.63,424
Product_41963,534.68,470
Product_41964,842.58,468
Product_41965,193.47,358
Product_41966,269.91,445
Product_41967,296.09,78
Product_41968,94.24,89
Product_41969,521.91,430
Product_41970,803.53,245
Product_41971,364.99,217
Product_41972,209.47,57
Product_41973,940.6,97
Product_41974,210.47,375
Product_41975,892.88,383
Product_41976,37.16,52
Product_41977,270.96,175
Product_41978,475.41,456
Product_41979,984.27,147
Product_41980,717.57,229
Product_41981,600.32,78
Product_41982,446.42,324
Product_41983,287.14,95
Product_41984,904.58,323
Product_41985,199.03,275
Product_41986,744.77,255
Product_41987,570.09,445
Product_41988,271.24,219
Product_41989,780.74,465
Product_41990,13.02,243
Product_41991,618.65,347
Product_41992,438.67,196
Product_41993,174.53,486
Product_41994,587.68,378
Product_41995,663.92,402
Product_41996,228.98,255
Product_41997,782.95,278
Product_41998,400.35,152
Product_41999,617.55,276
Product_42000,650.96,86
Product_42001,794.03,88
Product_42002,241.84,441
Product_42003,456.08,2
Product_42004,518.52,379
Product_42005,11.57,24
Product_42006,942.69,391
Product_42007,489.73,40
Product_42008,721.68,480
Product_42009,98.67,319
Product_42010,866.78,392
Product_42011,127.82,72
Product_42012,941.59,69
Product_42013,304.69,491
Product_42014,555.27,285
Product_42015,916.95,399
Product_42016,625.15,59
Product_42017,27.3,500
Product_42018,224.89,449
Product_42019,680.75,459
Product_42020,227.24,313
Product_42021,421.07,137
Product_42022,958.23,49
Product_42023,518.3,327
Product_42024,611.01,66
Product_42025,281.92,327
Product_42026,381.81,403
Product_42027,467.29,152
Product_42028,17.34,401
Product_42029,173.46,269
Product_42030,636.44,174
Product_42031,913.5,338
Product_42032,758.95,81
Product_42033,126.15,205
Product_42034,744.81,193
Product_42035,11.85,62
Product_42036,368.0,247
Product_42037,930.01,257
Product_42038,389.16,163
Product_42039,376.3,357
Product_42040,242.48,214
Product_42041,693.62,138
Product_42042,799.05,455
Product_42043,685.56,468
Product_42044,282.31,17
Product_42045,204.4,325
Product_42046,727.57,310
Product_42047,886.92,132
Product_42048,891.87,297
Product_42049,343.36,1
Product_42050,569.15,356
Product_42051,72.17,305
Product_42052,920.64,42
Product_42053,218.57,326
Product_42054,87.36,201
Product_42055,807.12,344
Product_42056,832.67,213
Product_42057,213.96,102
Product_42058,45.44,249
Product_42059,118.54,142
Product_42060,106.29,230
Product_42061,130.66,314
Product_42062,273.71,439
Product_42063,468.7,240
Product_42064,144.8,293
Product_42065,660.16,19
Product_42066,845.17,466
Product_42067,973.75,497
Product_42068,541.75,238
Product_42069,738.25,404
Product_42070,76.79,115
Product_42071,677.57,235
Product_42072,709.0,195
Product_42073,758.68,95
Product_42074,342.99,64
Product_42075,513.07,67
Product_42076,336.37,94
Product_42077,326.09,239
Product_42078,644.5,214
Product_42079,851.04,476
Product_42080,984.5,417
Product_42081,839.06,127
Product_42082,300.93,380
Product_42083,58.72,457
Product_42084,209.22,226
Product_42085,168.1,229
Product_42086,962.08,328
Product_42087,446.8,307
Product_42088,185.91,15
Product_42089,445.91,351
Product_42090,20.3,316
Product_42091,497.64,292
Product_42092,838.03,163
Product_42093,332.13,20
Product_42094,606.73,105
Product_42095,791.05,288
Product_42096,989.78,184
Product_42097,812.65,8
Product_42098,354.28,245
Product_42099,88.89,5
Product_42100,33.87,150
Product_42101,134.59,319
Product_42102,300.91,466
Product_42103,79.3,407
Product_42104,609.71,358
Product_42105,876.55,277
Product_42106,311.46,247
Product_42107,123.03,23
Product_42108,783.89,324
Product_42109,617.25,172
Product_42110,893.63,379
Product_42111,42.53,192
Product_42112,312.3,418
Product_42113,96.81,448
Product_42114,384.59,434
Product_42115,239.91,324
Product_42116,886.48,347
Product_42117,852.43,275
Product_42118,472.22,144
Product_42119,359.44,123
Product_42120,511.27,73
Product_42121,456.47,414
Product_42122,508.17,411
Product_42123,324.31,479
Product_42124,835.98,448
Product_42125,869.53,54
Product_42126,669.5,496
Product_42127,429.24,33
Product_42128,609.75,480
Product_42129,483.63,265
Product_42130,584.74,479
Product_42131,554.76,304
Product_42132,596.84,486
Product_42133,549.18,373
Product_42134,243.2,251
Product_42135,119.95,450
Product_42136,482.27,375
Product_42137,799.14,325
Product_42138,829.88,210
Product_42139,744.63,88
Product_42140,371.54,409
Product_42141,448.22,321
Product_42142,113.23,68
Product_42143,351.81,12
Product_42144,467.52,216
Product_42145,323.79,33
Product_42146,349.88,459
Product_42147,158.64,358
Product_42148,528.06,416
Product_42149,620.86,193
Product_42150,981.77,338
Product_42151,396.57,65
Product_42152,347.56,63
Product_42153,429.18,367
Product_42154,708.03,486
Product_42155,347.25,261
Product_42156,329.15,119
Product_42157,171.73,75
Product_42158,791.26,287
Product_42159,380.72,241
Product_42160,681.17,168
Product_42161,68.76,491
Product_42162,703.03,195
Product_42163,654.68,244
Product_42164,536.89,465
Product_42165,721.15,41
Product_42166,343.77,66
Product_42167,35.1,362
Product_42168,847.48,15
Product_42169,835.19,396
Product_42170,494.77,451
Product_42171,181.88,415
Product_42172,740.58,319
Product_42173,634.78,323
Product_42174,784.99,340
Product_42175,693.3,461
Product_42176,240.0,419
Product_42177,266.66,197
Product_42178,865.23,4
Product_42179,518.29,29
Product_42180,342.3,53
Product_42181,160.83,223
Product_42182,713.41,105
Product_42183,928.92,323
Product_42184,402.03,470
Product_42185,81.05,209
Product_42186,107.68,168
Product_42187,192.97,332
Product_42188,249.62,368
Product_42189,683.3,447
Product_42190,570.55,443
Product_42191,865.76,336
Product_42192,423.12,217
Product_42193,100.21,51
Product_42194,567.86,309
Product_42195,699.68,72
Product_42196,762.72,195
Product_42197,404.56,86
Product_42198,60.39,321
Product_42199,865.96,240
Product_42200,679.79,318
Product_42201,259.92,459
Product_42202,164.72,104
Product_42203,22.46,69
Product_42204,977.78,379
Product_42205,445.6,78
Product_42206,916.45,438
Product_42207,886.75,395
Product_42208,11.0,424
Product_42209,538.41,13
Product_42210,263.39,30
Product_42211,434.01,28
Product_42212,158.74,386
Product_42213,353.5,346
Product_42214,597.82,428
Product_42215,179.72,178
Product_42216,430.9,462
Product_42217,591.05,390
Product_42218,595.01,3
Product_42219,132.51,203
Product_42220,444.64,129
Product_42221,102.39,125
Product_42222,720.66,406
Product_42223,324.09,182
Product_42224,843.16,121
Product_42225,81.03,153
Product_42226,259.8,285
Product_42227,884.29,304
Product_42228,169.12,260
Product_42229,155.33,186
Product_42230,434.19,21
Product_42231,518.81,465
Product_42232,848.32,133
Product_42233,490.04,174
Product_42234,214.66,78
Product_42235,601.73,186
Product_42236,989.41,499
Product_42237,496.17,274
Product_42238,510.49,100
Product_42239,435.67,53
Product_42240,526.91,105
Product_42241,102.51,240
Product_42242,435.42,159
Product_42243,853.53,321
Product_42244,540.06,183
Product_42245,289.14,97
Product_42246,623.74,315
Product_42247,157.99,402
Product_42248,461.39,218
Product_42249,901.65,169
Product_42250,918.78,102
Product_42251,508.72,174
Product_42252,958.87,275
Product_42253,457.24,408
Product_42254,801.15,3
Product_42255,597.77,341
Product_42256,798.79,100
Product_42257,101.88,108
Product_42258,532.11,76
Product_42259,877.51,481
Product_42260,684.66,126
Product_42261,869.03,476
Product_42262,385.59,443
Product_42263,968.1,252
Product_42264,454.79,499
Product_42265,637.6,253
Product_42266,112.99,362
Product_42267,871.82,202
Product_42268,528.51,71
Product_42269,395.1,133
Product_42270,218.65,48
Product_42271,534.1,45
Product_42272,41.76,465
Product_42273,174.62,301
Product_42274,116.62,370
Product_42275,892.93,167
Product_42276,256.79,406
Product_42277,985.0,167
Product_42278,446.49,260
Product_42279,669.75,315
Product_42280,261.24,405
Product_42281,891.07,275
Product_42282,356.9,108
Product_42283,925.45,497
Product_42284,749.62,13
Product_42285,581.6,127
Product_42286,264.54,54
Product_42287,68.56,426
Product_42288,532.78,11
Product_42289,764.07,236
Product_42290,721.31,130
Product_42291,347.77,428
Product_42292,10.27,372
Product_42293,443.11,54
Product_42294,251.45,236
Product_42295,981.98,273
Product_42296,580.44,402
Product_42297,468.24,411
Product_42298,279.4,390
Product_42299,633.8,267
Product_42300,289.7,413
Product_42301,363.33,394
Product_42302,520.69,93
Product_42303,968.05,42
Product_42304,704.19,340
Product_42305,914.71,358
Product_42306,117.73,55
Product_42307,925.73,334
Product_42308,476.59,447
Product_42309,917.31,151
Product_42310,904.99,91
Product_42311,933.91,491
Product_42312,441.76,339
Product_42313,459.78,85
Product_42314,813.47,375
Product_42315,351.01,181
Product_42316,930.62,17
Product_42317,132.15,366
Product_42318,794.44,239
Product_42319,743.95,480
Product_42320,48.42,246
Product_42321,360.98,374
Product_42322,958.55,15
Product_42323,490.52,174
Product_42324,760.62,458
Product_42325,209.47,86
Product_42326,924.36,145
Product_42327,168.83,409
Product_42328,385.03,470
Product_42329,601.53,382
Product_42330,718.47,477
Product_42331,768.19,353
Product_42332,202.06,479
Product_42333,467.16,239
Product_42334,580.26,334
Product_42335,400.96,493
Product_42336,455.78,322
Product_42337,493.27,122
Product_42338,312.79,295
Product_42339,947.53,144
Product_42340,664.4,19
Product_42341,931.53,235
Product_42342,821.38,150
Product_42343,963.81,418
Product_42344,856.55,266
Product_42345,410.63,426
Product_42346,628.56,428
Product_42347,687.35,104
Product_42348,641.85,189
Product_42349,199.47,423
Product_42350,266.55,472
Product_42351,146.58,62
Product_42352,946.77,211
Product_42353,267.33,402
Product_42354,853.95,482
Product_42355,516.24,447
Product_42356,726.7,311
Product_42357,935.96,306
Product_42358,380.85,269
Product_42359,900.7,277
Product_42360,201.22,85
Product_42361,505.79,93
Product_42362,306.95,20
Product_42363,499.68,444
Product_42364,992.97,177
Product_42365,657.18,255
Product_42366,276.77,130
Product_42367,944.87,109
Product_42368,756.83,365
Product_42369,123.81,245
Product_42370,920.89,138
Product_42371,372.19,178
Product_42372,625.25,296
Product_42373,613.99,140
Product_42374,140.7,428
Product_42375,189.63,106
Product_42376,857.59,411
Product_42377,645.66,285
Product_42378,570.53,86
Product_42379,713.99,47
Product_42380,174.67,400
Product_42381,195.59,453
Product_42382,451.28,174
Product_42383,299.89,166
Product_42384,966.8,416
Product_42385,993.85,106
Product_42386,940.18,193
Product_42387,525.73,26
Product_42388,973.13,42
Product_42389,916.97,18
Product_42390,840.13,462
Product_42391,42.42,492
Product_42392,881.2,188
Product_42393,472.62,267
Product_42394,346.98,157
Product_42395,163.96,473
Product_42396,997.44,145
Product_42397,826.82,476
Product_42398,521.49,320
Product_42399,499.37,51
Product_42400,513.7,418
Product_42401,958.23,394
Product_42402,471.22,164
Product_42403,387.34,239
Product_42404,709.17,471
Product_42405,557.35,54
Product_42406,35.12,393
Product_42407,677.16,170
Product_42408,395.37,214
Product_42409,681.98,408
Product_42410,252.21,23
Product_42411,775.37,493
Product_42412,229.93,318
Product_42413,619.0,15
Product_42414,460.95,243
Product_42415,281.48,138
Product_42416,275.23,231
Product_42417,288.56,423
Product_42418,187.8,300
Product_42419,149.97,234
Product_42420,334.29,311
Product_42421,65.46,344
Product_42422,798.91,177
Product_42423,436.67,365
Product_42424,780.1,191
Product_42425,552.1,376
Product_42426,495.32,22
Product_42427,708.63,436
Product_42428,105.8,249
Product_42429,708.61,311
Product_42430,312.03,99
Product_42431,547.09,273
Product_42432,315.56,302
Product_42433,19.12,398
Product_42434,135.32,429
Product_42435,508.2,209
Product_42436,706.97,455
Product_42437,464.73,169
Product_42438,393.35,100
Product_42439,287.25,316
Product_42440,962.24,70
Product_42441,353.63,421
Product_42442,738.49,37
Product_42443,933.55,371
Product_42444,526.69,224
Product_42445,922.82,153
Product_42446,872.46,61
Product_42447,739.08,329
Product_42448,175.32,121
Product_42449,460.58,253
Product_42450,406.14,315
Product_42451,759.06,224
Product_42452,151.33,347
Product_42453,965.31,195
Product_42454,55.55,14
Product_42455,890.63,441
Product_42456,783.85,179
Product_42457,244.1,34
Product_42458,840.68,106
Product_42459,777.3,351
Product_42460,473.44,345
Product_42461,377.36,389
Product_42462,205.32,132
Product_42463,515.74,367
Product_42464,722.18,15
Product_42465,262.34,208
Product_42466,471.2,183
Product_42467,550.29,255
Product_42468,463.2,387
Product_42469,583.4,468
Product_42470,846.78,354
Product_42471,429.79,158
Product_42472,126.61,112
Product_42473,276.78,151
Product_42474,991.98,439
Product_42475,861.19,276
Product_42476,144.41,381
Product_42477,499.86,243
Product_42478,720.23,172
Product_42479,952.97,20
Product_42480,417.63,306
Product_42481,873.19,259
Product_42482,855.98,460
Product_42483,440.61,399
Product_42484,31.85,72
Product_42485,454.79,165
Product_42486,889.49,365
Product_42487,295.04,178
Product_42488,518.3,292
Product_42489,605.72,358
Product_42490,542.61,193
Product_42491,699.26,369
Product_42492,369.41,93
Product_42493,780.99,90
Product_42494,445.06,419
Product_42495,352.58,221
Product_42496,196.11,356
Product_42497,496.28,323
Product_42498,270.24,475
Product_42499,242.18,387
Product_42500,575.38,104
Product_42501,670.58,57
Product_42502,187.79,442
Product_42503,928.39,128
Product_42504,756.54,227
Product_42505,857.65,31
Product_42506,565.04,31
Product_42507,897.6,496
Product_42508,69.16,327
Product_42509,397.96,334
Product_42510,183.55,249
Product_42511,892.51,437
Product_42512,168.25,20
Product_42513,535.92,105
Product_42514,399.94,142
Product_42515,561.37,344
Product_42516,309.76,290
Product_42517,29.39,110
Product_42518,702.38,456
Product_42519,486.68,353
Product_42520,849.04,327
Product_42521,794.15,167
Product_42522,801.46,147
Product_42523,420.78,244
Product_42524,232.31,402
Product_42525,605.14,390
Product_42526,233.68,476
Product_42527,638.06,37
Product_42528,234.02,186
Product_42529,283.84,342
Product_42530,128.08,472
Product_42531,562.87,432
Product_42532,951.08,228
Product_42533,562.26,385
Product_42534,99.31,225
Product_42535,14.91,404
Product_42536,277.19,122
Product_42537,533.76,405
Product_42538,942.98,24
Product_42539,53.25,94
Product_42540,290.94,486
Product_42541,330.0,21
Product_42542,788.81,312
Product_42543,244.08,329
Product_42544,386.52,61
Product_42545,419.16,268
Product_42546,827.76,366
Product_42547,212.78,210
Product_42548,330.8,424
Product_42549,947.16,244
Product_42550,174.29,191
Product_42551,574.77,419
Product_42552,971.17,371
Product_42553,598.14,463
Product_42554,316.85,249
Product_42555,310.24,463
Product_42556,12.49,8
Product_42557,189.29,156
Product_42558,823.88,383
Product_42559,51.89,43
Product_42560,567.47,293
Product_42561,572.39,64
Product_42562,611.36,422
Product_42563,823.33,168
Product_42564,633.05,67
Product_42565,254.55,191
Product_42566,408.13,481
Product_42567,141.83,357
Product_42568,149.86,149
Product_42569,403.88,380
Product_42570,592.54,349
Product_42571,111.67,51
Product_42572,288.11,100
Product_42573,529.49,213
Product_42574,422.2,377
Product_42575,727.02,300
Product_42576,853.78,120
Product_42577,821.32,20
Product_42578,687.97,61
Product_42579,815.81,496
Product_42580,992.06,188
Product_42581,706.08,210
Product_42582,757.14,500
Product_42583,846.83,229
Product_42584,91.02,46
Product_42585,835.51,452
Product_42586,638.41,104
Product_42587,698.76,91
Product_42588,386.62,167
Product_42589,821.07,402
Product_42590,44.56,384
Product_42591,106.4,94
Product_42592,888.61,28
Product_42593,793.8,431
Product_42594,800.39,53
Product_42595,156.66,247
Product_42596,688.68,263
Product_42597,843.59,118
Product_42598,481.67,436
Product_42599,480.15,172
Product_42600,254.67,411
Product_42601,864.86,145
Product_42602,878.54,453
Product_42603,120.0,79
Product_42604,111.27,246
Product_42605,482.53,20
Product_42606,196.17,86
Product_42607,751.66,469
Product_42608,683.06,174
Product_42609,585.85,376
Product_42610,998.88,417
Product_42611,384.84,75
Product_42612,586.04,486
Product_42613,865.09,423
Product_42614,252.83,237
Product_42615,660.44,77
Product_42616,655.01,49
Product_42617,186.86,5
Product_42618,920.14,495
Product_42619,508.28,356
Product_42620,764.63,269
Product_42621,849.86,324
Product_42622,942.66,308
Product_42623,811.64,187
Product_42624,55.45,299
Product_42625,820.11,482
Product_42626,284.19,409
Product_42627,618.67,49
Product_42628,711.36,343
Product_42629,582.32,153
Product_42630,578.68,224
Product_42631,421.4,219
Product_42632,750.1,268
Product_42633,494.54,20
Product_42634,467.58,465
Product_42635,360.2,382
Product_42636,621.21,67
Product_42637,410.57,40
Product_42638,389.75,264
Product_42639,299.89,466
Product_42640,320.41,204
Product_42641,912.27,492
Product_42642,602.49,461
Product_42643,60.71,457
Product_42644,644.88,310
Product_42645,727.5,271
Product_42646,533.44,155
Product_42647,955.52,429
Product_42648,532.59,27
Product_42649,491.93,222
Product_42650,178.27,228
Product_42651,387.75,222
Product_42652,102.42,382
Product_42653,329.36,282
Product_42654,750.57,17
Product_42655,386.56,89
Product_42656,597.02,477
Product_42657,478.62,387
Product_42658,219.67,403
Product_42659,324.11,151
Product_42660,976.16,424
Product_42661,732.85,99
Product_42662,280.06,307
Product_42663,106.54,194
Product_42664,876.78,429
Product_42665,480.64,379
Product_42666,518.56,42
Product_42667,593.72,14
Product_42668,246.06,178
Product_42669,292.25,328
Product_42670,48.78,412
Product_42671,199.71,256
Product_42672,652.87,78
Product_42673,963.12,300
Product_42674,642.59,89
Product_42675,596.74,36
Product_42676,833.69,14
Product_42677,489.96,52
Product_42678,328.35,301
Product_42679,627.09,99
Product_42680,844.19,123
Product_42681,968.93,193
Product_42682,180.19,47
Product_42683,309.51,166
Product_42684,754.37,163
Product_42685,75.8,140
Product_42686,52.58,62
Product_42687,796.89,301
Product_42688,23.95,265
Product_42689,495.18,477
Product_42690,898.81,348
Product_42691,668.52,320
Product_42692,472.94,234
Product_42693,695.65,8
Product_42694,70.44,275
Product_42695,941.26,128
Product_42696,100.92,248
Product_42697,354.75,17
Product_42698,769.82,222
Product_42699,859.37,150
Product_42700,679.12,235
Product_42701,970.81,183
Product_42702,822.18,237
Product_42703,748.81,51
Product_42704,938.52,108
Product_42705,827.13,479
Product_42706,504.04,260
Product_42707,538.23,362
Product_42708,652.82,245
Product_42709,458.64,129
Product_42710,641.21,206
Product_42711,520.76,38
Product_42712,105.92,226
Product_42713,246.31,59
Product_42714,968.93,409
Product_42715,610.6,197
Product_42716,552.01,101
Product_42717,832.83,29
Product_42718,674.25,14
Product_42719,514.6,307
Product_42720,74.09,308
Product_42721,822.77,196
Product_42722,340.19,379
Product_42723,995.36,44
Product_42724,537.05,19
Product_42725,635.73,180
Product_42726,818.51,404
Product_42727,314.72,350
Product_42728,833.99,118
Product_42729,307.14,187
Product_42730,758.79,4
Product_42731,643.81,332
Product_42732,564.28,423
Product_42733,776.71,264
Product_42734,169.8,11
Product_42735,270.34,377
Product_42736,206.54,464
Product_42737,563.93,201
Product_42738,727.13,298
Product_42739,778.62,204
Product_42740,598.95,466
Product_42741,504.77,41
Product_42742,821.78,485
Product_42743,487.23,343
Product_42744,292.35,217
Product_42745,332.46,201
Product_42746,248.39,259
Product_42747,634.61,64
Product_42748,486.81,163
Product_42749,179.0,60
Product_42750,479.95,312
Product_42751,917.77,152
Product_42752,736.37,347
Product_42753,873.19,327
Product_42754,400.67,277
Product_42755,670.52,317
Product_42756,97.02,147
Product_42757,343.28,424
Product_42758,725.32,110
Product_42759,927.48,149
Product_42760,859.35,288
Product_42761,800.98,332
Product_42762,495.9,185
Product_42763,745.35,241
Product_42764,619.23,352
Product_42765,333.97,259
Product_42766,918.46,21
Product_42767,935.49,206
Product_42768,429.69,47
Product_42769,463.4,221
Product_42770,754.18,306
Product_42771,961.12,422
Product_42772,643.12,90
Product_42773,288.68,263
Product_42774,653.36,419
Product_42775,209.04,225
Product_42776,721.96,86
Product_42777,620.64,430
Product_42778,369.63,125
Product_42779,106.7,224
Product_42780,88.24,227
Product_42781,314.9,447
Product_42782,919.35,39
Product_42783,730.87,69
Product_42784,710.93,319
Product_42785,511.9,468
Product_42786,969.19,227
Product_42787,328.57,293
Product_42788,134.56,232
